id,name,birth_date,popularity,character_ids,movie_ids
87,Rebecca Hansen,1991-02-07,7.287206397111633,1891;627;3172;473;1929;490;547;1456;1565;725;1309;2480;2441;1027;620;883;1547;640;359;2063,310;366;912;992;1191;1462;1473;1602;1618;1960;2042;2202;2673;2935;3796;3830;3918;4719;6054;6294
88,Kelly Patel,1981-09-03,6.513949150091936,2693;778;17;767;1478;505;1254;1799;2311;2958;1013;293;2485;2780;550;2217;2303;700;1462;773;942;1357;3033;182,843;1035;1389;1502;2069;2392;2498;3043;3110;3208;3390;3751;4054;4099;4245;4479;4491;4727;5290;5657;6137;6197;6435;6496
89,Rebekah Butler,2006-07-05,9.302272034334854,1064;86;1641;902;1789;508;2001;1492;1439;2620;646;2942;2191;2555;1673;619;1786;2724;1763;206;2671;1729;1882;2527;2596,295;477;693;1051;1171;1465;1680;2071;2525;2700;2886;3207;4011;4063;4405;4714;4875;5006;5333;5573;5923;6250;6268;6362;6372
90,Robert Mclean,1976-10-20,3.4141528939813526,256;36;771;1683;1844;451;797;2088;1430;1229;2175;2668;373;957;1667;72;3241;2259;48;246;2162;2318;2061;45,16;436;573;699;723;989;1037;1217;2060;2962;3095;3166;3761;3839;4405;4638;5081;5403;5547;5578;5851;5872;6294;6475
91,Michael Taylor,1974-03-31,7.853518585204897,2583;1113;1015;1445;2267;1607;3131;2503;1572;2379;3118;1773;2523;1885;762;1619;1718;2524;2921;2515;1190;1848,277;618;1065;1120;1243;1624;1836;2205;2547;2664;2776;3040;3144;3514;3813;3931;3943;4059;4118;4978;5249;6264
92,Linda Gallagher,1967-06-13,3.3902070888013824,479;1720;818;1455;1682;1844;2975;1122;2115;2174;2805;2910;662;2750;3075;745;1557;1083;1358;609;2338;970;2473;343;642;3133;3198;2239,153;705;1039;1123;1157;1180;1349;2017;2153;2162;2249;2264;2412;2721;3223;3355;3472;3856;3895;4713;4956;5217;5434;5591;5638;5987;5997;6321
93,Eric Garner,1952-03-29,3.6031635570131804,743;3078;2740;3098;2518;2852;1998;1331;3174;1033;1566;510;1038;2250;2668;1941;808;2000;304;1170;1159;2191;2558,41;899;1317;1366;1749;1797;2605;2977;3238;3850;3923;4240;4314;4484;4542;4900;5195;5366;5585;5712;6166;6315;6366
94,Scott Thomas,1959-08-04,8.559525530050779,390;2274;2350;954;2289;718;2450;613;2216;2445;2842;1531;2194;354;2837;756;934;2163;1482;1642;1976;2423;2550;719;1695;2987;3035;18;431,118;785;795;1531;1718;1959;2198;2405;2639;2673;2735;3005;3097;3298;3649;3812;3837;4008;4378;4401;4444;4508;4526;5183;5323;5502;5508;5542;5605
95,Daniel Zavala,1973-01-29,4.309014457465179,3178;744;2190;235;650;2674;2701;250;550;1703;2537;610;687;3031;1818;2743;1986;2434;928;2862;3152;183;2439;1251;1310,161;1029;1232;1424;1488;1772;1776;1893;1935;2101;2685;2880;3347;3678;4425;4555;4907;4968;5210;5487;5525;5570;5890;6180;6191
96,Rachel Jones,1996-11-21,8.906799309906548,695;548;1989;3044;1237;2366;959;1227;1335;2993;2353;1690;2315;206;2094;569;820;1423;2282;1959;823,185;275;743;893;1093;1259;1531;2029;2047;2276;2661;3029;3111;3278;3541;4248;4281;4370;4488;4902;5663
97,Mr. Craig Johnson,1989-01-26,7.741750008081904,1867;1151;2363;2625;500;1487;1906;3247;1002;3093;89;2354;501;755;3109;543;1686;1823;11;954;1897;687;268;521;1011,217;623;796;833;998;1127;1187;1386;1538;1830;2327;2661;2866;2901;2954;3227;3327;3488;3507;4631;4762;4894;5180;5580;5619;6148
98,Amy Wilson,1961-05-22,3.8763427167468234,1980;1752;528;2135;2560;1213;1343;1006;2527;178;1444;2891;551;2564;403;426;94;1938;1282;187,128;275;540;765;825;1090;2511;2932;3145;3273;3457;3656;3785;4528;4683;4686;5098;5822;6185;6497
99,Eric Smith,1950-09-27,2.0882064101852094,259;2688;1422;2114;497;1117;2383;64;958;1968;2802;843;2500;2200;1071;1195;1649;2057;632;775,960;1309;2059;2153;2391;2479;2665;2804;2925;3067;3185;3368;3604;4012;4319;4794;5317;5373;5637;6114
100,Tamara Harris,2005-06-30,6.103872329509038,3215;1333;1027;1520;1965;2681;634;997;1046;2915;978;1642;489;599;2166;607;2846;2106;2936;476;929;1728;405;2596;219,40;189;607;675;739;842;1015;1063;1068;1341;1995;2092;2390;2879;3093;3794;4109;4462;4584;4694;4758;4867;5142;5454;6034
101,Michael Johnson,1954-01-28,0.7499828903388717,1446;2015;336;69;1469;1521;1808;1893;1561;2458;2860;3242;2873;290;2095;1251;2804;2683;2996,1120;1204;1439;1865;2068;2537;2580;2592;3009;4050;4111;4163;4573;5126;5378;5724;5940;6385;6428
102,Teresa Rush,1967-11-04,1.5240140681639947,2312;1684;1093;533;784;1066;1910;3108;275;1226;1786;2837;426;1105;1153;1423;2624;912;2675;3092;1586;1174;3034;3216;1972;2638,29;353;426;541;1035;1072;1188;1368;1430;1571;1650;1795;1919;2476;2485;2523;2700;2920;3167;4143;4393;4791;5052;5534;5826;5920
103,Scott Norman,1985-11-19,6.277896463454107,1829;2578;1999;2108;921;1237;2015;1584;2446;2496;2441;3245;2192;2475;144;2202;1340;1546;1780,721;828;1680;1694;1988;2030;2139;2549;2674;3141;4046;4163;4476;4516;5105;5394;5736;5767;5800
104,Kelly Garcia,1983-07-07,4.975228242382856,2737;360;728;667;2474;443;1989;2070;2327;1150;1826;2132;1433;1442;2145;1692;771;1635;2206;2343;1064;459;634;396;1913,97;516;569;1019;1743;1921;2604;2617;2657;2954;3046;3089;3455;3905;4006;4407;4736;4854;4937;4956;5230;5609;5637;6059;6272
105,Kendra Baldwin,1963-05-09,8.047264442961048,681;915;1316;205;3153;66;1378;1813;2375;3247;101;1325;1349;295;1203;1507;2101;2827;3037;3210;67;2532;2572;3171,564;592;1583;2349;2783;2804;2984;3044;4038;4164;4182;4355;4358;4667;4795;4837;4925;5022;5053;5077;6015;6363;6369;6456
106,Paul Smith,1993-07-13,1.4262252126870534,549;1394;2315;2920;242;980;1129;2886;1112;1425;23;467;1930;10;508;205;222;682;2010;1525;1595;3196;1423;901;958,544;657;790;875;1426;1535;1558;1801;2015;2059;2259;2798;2860;3061;3249;3779;4197;4199;4725;4912;5299;5308;5531;5750;6132;6139
107,Daniel Gordon,1992-05-02,8.704574801738731,1229;1603;2627;1251;224;1531;1791;2779;2827;704;2545;1616;1548;71;1683;98;1086;1453,276;397;1300;1575;1887;2076;2114;2245;2733;2893;3148;3478;4388;4638;5321;5557;5701;5754
108,Michael Lopez,1990-01-02,5.47136052456004,1927;2222;693;1823;1979;2696;60;1710;2498;2926;1611;2358;1265;1790;2835;2690;3183;943;75;3008;627;867,239;246;565;720;741;844;931;1161;1745;2265;3016;3119;3427;3502;3649;4086;4156;4301;5552;5969;6093;6127;6282
109,Catherine Kelly,1970-01-02,9.689471185012387,834;2351;271;1121;1198;1671;1786;2167;2389;1807;2540;2287;2651;3227;180;1426;158;1064;1608;1615;2357;2081;531;1529;1839;2007;3036;3125;634;1140;1590,428;795;962;1078;1088;1155;1171;1702;1732;2116;2212;2650;2704;3245;3273;3453;3732;3853;3929;3930;4036;4460;4702;4840;5342;5367;5508;5522;6094;6164;6228
110,Jose Russell,1995-12-26,7.814455173547181,1813;375;495;1959;2304;1875;2259;1577;487;1139;2542;938;1232;2375;2129;2588;483;1934;2505;222;1512;2121;2317;2771;87,718;978;997;1195;1249;1663;1713;2083;2864;2952;3148;3381;3423;3586;4004;4068;4235;4899;4977;5117;5297;5382;5411;6396;6482
111,Mrs. Ashley Taylor,1996-01-17,0.8716768398070529,677;722;2946;3043;930;3139;707;2455;414;539;964;3155;1625;1669;1745;337;1125;1700;1789;1975;2159;3103,1953;1959;2269;2285;2451;3232;4266;4514;4685;4702;4763;5070;5313;5319;5331;5590;5706;5790;5801;5826;6310;6446
112,Dwayne Bowen,1949-10-08,0.9411399405306464,466;1326;2433;2548;675;1126;771;323;535;1907;2524;2641;1405;443;720;1939;1018;2067;2437;2622;2473;2776;107,273;647;806;823;1020;1558;2428;2840;2870;3057;3144;3162;3450;3770;4267;5358;5690;5839;5890;5917;6353;6397;6485
113,Brian Campbell,1985-01-10,3.1371870018331425,1804;2290;148;2249;1045;1292;437;2110;2140;52;183;1218;967;1872;1889;2533;639;2550;2881;169,113;787;943;1712;2006;2040;2857;3086;3090;3254;3274;3421;3840;3968;4434;4982;5174;5445;5489;5567
114,Melissa Randall,1959-07-18,9.340559713215246,1320;1907;2564;1041;2648;218;1790;1791;3247;2930;1973;1881;2100;1014;194;1831;3140;454;556;897;1377;1910;2078;2368;2715;2749,119;401;826;1068;1303;1421;1651;2577;2795;3204;3525;3969;4000;4312;4654;4882;5068;5609;5626;5674;5741;5817;6297;6338;6390;6394
115,Donna Wyatt,1957-01-07,1.6147248497725897,779;1429;1718;3230;1596;2315;2320;775;1485;2295;3105;227;2984;3235;1154;1564;1781;492;3122,350;408;1640;1852;2085;2182;2656;2903;3463;4489;4610;5118;5502;5537;5710;5770;5800;6073;6450
116,Stephanie Lang,1990-05-21,2.8011732232951836,1948;1212;864;244;206;628;1543;1560;1722;973;1585;2237;265;321;848;897;1139;1416;2302;2833,204;300;587;959;1420;1484;2541;2544;3034;3385;3475;3562;3747;4213;4285;4292;4328;4368;5871;5946
117,Adam Craig,1989-11-28,3.633282657963669,2232;1897;2109;561;2961;2892;2980;3214;128;1740;2053;674;1363;2600;2752;2420;631;1992;2866;1593;1888;2813;2346;2484;529,240;731;761;1005;1347;1803;1814;1850;1875;2106;2146;3345;3896;4069;4095;4508;4717;4908;5028;5308;5351;5481;5877;5896;6079
118,Jeffrey Barrett,1949-12-15,0.8922924154351586,2214;1966;2361;1334;1474;2854;2416;308;1764;2386;2695;502;766;1793;113;1545;1597,776;2134;2187;2977;2997;3192;3592;3752;3950;5421;5468;5617;5656;5802;6021;6223;6229
119,James Neal,1951-02-04,1.7918625258397325,2596;3123;1004;1727;156;249;2165;2493;2671;247;524;683;750;180;1409;1553;3115;153;227;2023;2729;453;765;1181;112;1426,830;906;1064;1163;1411;1427;1702;1745;2229;2355;2394;2415;2426;2820;3451;3471;3690;3731;3742;4452;4553;4690;4735;4792;5559;5750
120,Stephanie Jackson,1968-12-03,7.7194051042751335,1388;2685;989;8;419;1755;1765;2086;1446;1971;3205;318;493;543;353;1361;2186;333;1385;2438;1662;1727;1790;2020;2695;3126;2,268;387;603;924;984;1166;1167;1216;1601;1677;2064;2305;2365;2865;2872;3759;4361;4474;4672;4821;4968;5785;5794;5802;5832;5926;6450;6469
121,Gina Larson,1971-09-07,2.5794409950184303,876;1544;565;1442;456;1983;2073;2309;1732;3170;2009;2154;2173;181;2092;2492;3078;561;577;57;805;3023;3112;1169;1242;2848;379;965;1241;1939;2910,119;192;255;664;989;1199;1214;1250;1642;1844;2139;2629;2632;2820;3541;3602;3684;3788;3789;4174;4278;4598;4611;5712;5722;5948;6057;6140;6180;6276;6416
122,Ryan Hardy,1963-02-15,4.73260953862099,1280;3146;161;197;722;1154;1813;2955;477;115;1981;228;1511;2219;999;607;1132;1438;2656;887;1946,70;374;488;495;568;1083;1654;1811;1925;2332;2603;2828;3002;3559;4310;5169;5240;5286;5462;5673;5822
123,Pamela Wheeler,1995-08-22,2.560263034935769,2276;1213;388;1866;2448;3010;1486;2386;2464;2942;1672;3131;1119;87;320;1478;1504;1471;2643;2951;2198;1441,128;362;980;1183;1273;1354;1607;2666;3599;3664;3937;4148;4325;4640;4671;4834;4836;5291;5459;5497;5856;6208
124,Maria Ross,1976-07-20,8.766578692350192,430;1993;486;1295;1383;2051;2247;2118;3086;921;1748;802;1979;3037;3109;237;2420;2491;211;368;421;645;1308,255;743;995;1101;1113;1687;1712;2153;2291;2921;3037;3363;3526;3679;3689;4660;5425;5436;5573;5594;5604;6095;6191
125,Tiffany Archer,1978-12-22,6.502920830559788,1963;1729;2772;383;2126;16;904;2814;46;125;583;1131;1282;1339;2913;233;2423;2711;2101;402;2433;3047;267;1004;1613;1920,155;706;853;980;1223;1389;1525;1792;1862;2333;2402;2481;2502;2510;2745;3281;4044;4089;4461;4683;4967;5054;5123;6147;6232;6273
126,Randy Rodriguez,1961-03-25,1.404472435998132,1413;742;1021;1476;1582;681;1127;3158;2979;143;111;2305;210;1270;3031;891;3067,361;1028;1066;1125;2084;2415;3408;3697;4125;4189;4644;4951;5116;5259;5507;6131;6439
127,David Dunlap Jr.,1994-05-19,1.2396622428060056,2870;2491;1118;66;1157;1250;1769;2036;3234;1838;2863;2970;1931;386;846;1771;288;2399,406;1745;2016;2324;3412;3425;3499;3990;4162;4427;4572;4590;5356;5599;5667;5799;6044;6343
128,Barry Gregory,1956-05-11,5.6873344993784265,273;1578;2552;3246;2734;1198;1557;2771;485;1011;1374;1815;768;791;1420;2088;524;2650;1917;59,504;685;823;922;1316;1569;2080;2244;2864;2933;2983;3505;3813;3817;3902;3998;4241;4996;6273;6477
129,Michael Hernandez,1986-07-01,0.39592641319871724,1798;22;1243;1743;69;929;1450;2970;395;471;3069;266;433;2903;1283;1928;320;1547;818;872;2594,179;434;635;709;933;1055;1122;1349;1914;2861;3223;3286;4229;4579;4808;4898;5130;5302;5663;6128;6371
130,Paige Guerrero,1979-07-22,8.590032554166395,2335;1653;406;912;1215;2888;659;2100;2509;2648;2814;2863;876;1823;2229;340;610;1737;1694;1884;1528;2215;642;897,45;241;247;298;402;871;1951;2151;2206;2225;2250;2256;2444;2582;2641;3757;4253;4414;5322;5350;5766;5859;6095;6131
131,Rebecca Harris,1989-03-24,4.009392142968865,2048;49;154;297;515;1945;698;1014;2625;2877;870;430;500;602;1358;1732;2358;528;2930;1625;2289;302;1484;90;2535;3181;2810,1210;1393;1410;1432;1466;2132;2418;2464;2700;2740;2915;3312;3322;3335;3442;3495;4036;4242;4583;4853;4948;5128;5292;5555;5905;5994;6402
132,Mr. Joshua Pacheco MD,1945-05-17,8.570009590661785,1223;394;1742;1760;493;1994;432;833;2444;1578;2036;1072;246;412;838;818;914;1011;1955;3007;204;1867;1947;2027;159;2026;2388,64;85;240;361;536;743;986;1041;1739;2548;2612;2943;4203;4225;4745;5196;5208;5224;5360;5504;5573;5811;5823;5833;6027;6289;6342
133,Amanda Jordan,2006-06-07,9.17140116397923,1238;952;123;1538;616;1236;1657;1713;234;445;605;2349;1473;3013;3152;863;3035;3167,241;322;482;680;1013;1573;1631;2102;2353;2858;3794;4497;5291;5970;5990;6127;6435;6456
134,Jerry Farrell,1974-04-15,1.2898423851153007,591;2966;1752;2024;2746;738;1160;1213;1544;2336;2377;563;1321;2092;2204;1176;1879;2461;2283,104;266;1166;1205;1318;1962;2022;2493;3007;3115;3122;4247;4355;4461;5394;5713;5813;5893;6327
135,Andrew Hawkins,2002-09-20,3.667322658932153,2753;2031;784;788;869;1028;2561;2858;1359;2323;1716;2033;2642;2688;2349;2572;2844;3082;1570;286;525;1719;551;2931;1331;1886;358;1215,162;324;576;577;587;607;825;866;1109;1252;1640;1684;1767;1774;2186;2215;2253;2290;2546;3289;3324;3943;4245;4583;5734;5814;6054;6176
136,Stacey Martin,1973-06-24,8.448356436538093,348;554;2616;216;2412;1128;225;992;2215;2790;217;500;1247;2797;2879;2100;933;2663;1112;2266;1700;85,515;544;833;955;1268;1558;1888;1998;2168;2246;2350;2391;2498;2728;2740;3085;4298;4541;4783;4946;6246;6481
137,Mike Freeman,1951-08-13,9.520449587229297,2389;233;1268;497;290;117;566;605;749;1146;1293;1335;2279;997;762;1029;1226;316;1629;1171;1427;2400;2839;375;1409;567;737;886;973;2116;2399;2673;617;2727;3131;708;2381;3017,90;130;374;386;460;482;547;553;571;1081;1101;1106;1246;2000;2427;2466;2494;2840;3019;3415;3453;4041;4108;4221;4368;4708;4732;4752;4764;4926;4963;4998;5172;5471;5987;6106;6340;6432
138,Katherine Spencer,1980-11-16,3.736830956003855,712;565;199;1702;2861;1562;1969;1880;2448;420;724;1804;3137;506;1295;113;135;1254;1269;1491;2180;307;2323;1189,567;1006;1418;1637;1798;2081;2134;3053;3132;3310;3352;3504;4148;4239;4351;4644;4647;4803;4805;4835;4934;5129;5412;6172
139,Karen Dickerson,1978-08-26,6.822008968382644,1340;3164;188;583;869;1083;1191;2112;2837;769;1304;2619;2231;3076;2593,402;412;493;1009;1046;1552;1568;3086;4107;4274;4353;4535;4941;5514;5913
140,Dennis Garza,1969-11-18,5.059424299753626,1216;1396;86;1548;2150;2274;2079;2370;2540;1074;2591;2789;2628;425;1048;2176;2664;2798;2388;3220,631;657;1398;1615;1699;1716;2148;2663;2686;2944;3154;3182;3621;3768;3852;4009;4081;5018;5882;6000
141,Heather Levine,1965-12-24,2.6282743273234823,1179;3188;1325;2132;2613;518;1438;1612;1715;2030;2380;2748;2187;367;3226;1821;2865;1933;2756;2787;3079,332;915;1105;2154;2221;2393;2525;3016;3492;3532;3586;4095;4474;4679;5536;5806;5951;6275;6395;6399;6442
142,Kevin Anderson,1969-02-08,8.755364566389334,905;2638;1239;3233;2143;1466;1753;1286;2791;1904;2954;3077;3217;515;2742;2110;93;650;1238;1257,258;299;405;920;1225;1604;2107;2502;2727;3057;3208;3224;3244;3323;3636;4926;5098;5640;5722;6181
143,Patrick Johnson,2004-10-29,6.825555864175824,2454;376;142;2200;1773;226;2274;254;1757;2346;2358;2214;2417;693;2243;2410;99;884;1775;193;504;2923,67;519;943;1706;2574;2828;3105;3284;3498;3581;3583;4478;4507;4726;4943;5423;5557;5673;5799;6031;6075;6418
144,Jamie Patterson,1968-06-28,6.206137238251539,361;1246;2743;2634;713;2071;2333;2979;3009;188;2058;350;454;471;1840;356;1215;1515;2328,69;194;286;349;1025;1214;2184;2757;3214;3275;3536;4217;4231;4233;4427;4676;4797;5764;5874
145,Anthony Sanchez,1960-02-20,6.4386678529574475,1069;1784;3019;2712;1128;1568;1848;70;2713;2562;1590;2138;1777;2981;15;1308;2667;1382;1523;91;375;1103;3028,247;1171;1356;1777;2018;2081;2121;2324;2714;3150;3476;3548;4419;4592;4631;4812;5464;5743;5765;6018;6056;6159;6434
146,Leslie Lozano,1948-08-18,7.410425602688687,1530;291;951;1863;416;465;3020;1179;183;802;858;2384;2559;724;1374;1352;1408;303;1067;2978,13;460;598;725;1451;1458;1819;2023;2344;2433;2440;2665;2688;4730;4820;5737;5747;6045;6156;6426
147,Ashley Jackson,1980-10-23,2.448167853038407,248;2047;2989;2663;2746;2934;3232;83;3236;250;953;961;1266;978;1900;2488;1282;1411,457;1210;1351;2228;2241;2267;2793;2806;3246;3284;3383;3840;3881;4765;4894;4975;5261;5281
148,Joel Boyer,1982-10-29,8.212350350677998,1653;2308;1745;2979;2668;1103;2737;406;2629;1550;1604;585;1811;583;1254;1977;79;1296;1473,694;789;1165;1350;1771;2014;2240;3308;3621;4388;4396;4710;4880;5166;5257;5827;6016;6188;6212
149,Jennifer Smith,1976-02-19,0.0794294591666922,2539;813;1972;465;1760;2497;2570;1290;1637;2123;3211;1915;830;2919;1267;355;929;1644;1937;2647;3014;1335;562;944,97;133;134;278;711;817;826;1100;1149;1222;1382;2129;2437;3661;3882;4218;4297;4402;4440;4539;5050;5269;5626;6137
150,Victoria Gray,1970-09-24,8.530597843624502,635;1005;2080;3027;907;1117;1377;1629;1724;2190;230;1043;545;1242;2762;916;2568;1706;2247;1404;265;536;1812;3119,557;604;1216;1357;1986;2016;2054;2556;3034;3097;3281;3396;3784;3878;4097;4757;4987;5325;5401;5746;6041;6080;6260;6450
151,Brent Freeman,1991-03-09,2.906606001840657,2914;1419;1835;875;1534;1334;72;775;2162;700;3249;187;3065;114;993;2499,120;306;722;1047;1135;1585;2325;2428;2631;2893;3248;3275;4139;4184;4766;6357
152,Gabriella Shaw,1996-03-22,1.582058040062615,878;1339;1519;724;2708;1903;2537;1348;1502;350;1344;1349;2177;2198;493;1313;8;708;2844;3180;1472;474;1810;1823;2325;2609;228;2842;3249,346;649;1133;1498;1776;2128;2211;2980;3001;3297;3440;3441;3553;3556;3777;3888;4165;4266;4570;4621;4833;5151;5339;5340;5873;5915;6035;6407;6468
153,Carol Evans,1973-11-03,3.992804203467756,2074;1338;2554;2709;592;2961;1580;167;2025;1038;2855;836;1294;209;1930;3001;2804;2837;1894;2308;2540;2556;52;3130,191;649;824;846;1478;1812;2084;2342;3075;3395;3651;3825;3885;4198;4439;4594;5019;5024;5352;5871;5906;5908;6012;6451
154,Mark Dickson,1949-04-19,0.7297867702730954,1844;1944;90;868;1738;1850;3232;1776;2974;3005;724;2298;2372;1424;2170;2579;2432;1383;1522;3224;2665;1367;171;1105;2054;1561,130;348;937;1518;1642;1659;1853;2111;2273;2278;2422;2652;2664;2990;3094;3152;3594;4365;4384;4626;4997;5273;5568;5703;5837;6224
155,Kimberly Mitchell,1947-05-29,3.8822299893318766,979;2707;1144;1193;492;202;1140;1410;2981;2927;505;2771;284;1783;1832;314;2431,358;429;623;1087;1462;2348;2483;2521;2757;3662;4239;4559;4666;4874;4882;5129;5889
156,Kenneth Ballard,1986-09-03,4.622785722401035,1024;1208;1645;1923;2220;321;1540;2352;1178;3180;263;1456;1597;2409;3082;3238;371;1849;2048;769,35;631;693;734;776;1435;1615;1727;2023;2786;2832;2995;3477;3591;4141;4629;4679;4884;5372;6114
157,Anna Richard,1950-08-14,0.9350312016113072,3064;77;2157;2257;1251;2546;1979;2409;2728;465;2539;3248;1854;1044;2696;2103;52;402;1607;2559,236;475;768;782;1095;1753;2135;2669;2718;3774;4060;4164;4429;4774;5001;5379;5549;5601;5776;6366
158,Denise Knight,1980-04-23,4.658775960541419,597;473;1603;2537;2988;3004;1868;2339;3190;1106;2229;2653;2495;3178;2847;218;1477;2451;3220;66;1082;1684;169;2455,16;533;1144;1288;1351;1818;2123;2185;2302;2477;3101;3163;4054;4155;4570;5117;5291;5430;5535;5551;5701;5789;6028;6351
159,Daniel Flynn,1988-07-05,6.424844826394002,832;699;2892;2210;368;431;580;2715;230;1287;2004;2943;1365;250;2934;865;967;3048,425;566;871;1234;1910;1919;1939;2236;2829;2970;3984;4584;4818;5578;5960;6127;6140;6437
160,Kathy Evans,1989-04-27,9.001265154651533,2657;1017;3184;219;1764;1195;2492;387;2082;3074;105;1685;1860;2195;786;896;3182;2580;244;3247,839;1066;1379;1421;1646;2025;2681;2850;3082;3223;3262;3488;3966;4011;4737;4754;5074;5450;5578;6004
161,Christina Morales,1986-09-13,4.64852996983521,2791;1068;1363;545;1143;1625;1991;2536;80;1210;1328;2049;2600;2561;2669;2938;1540;968;3064;298;1895;2844;3245;1413;1434,36;394;653;1003;1081;1147;1200;1288;1397;2027;2045;2614;2696;3150;3166;3206;3470;3840;4139;4210;4435;5025;5539;5748;6207
162,Megan Kelley,2004-02-12,0.8582254633511122,708;2964;996;2647;2667;867;2382;2089;1255;2620;1942;2148;1693;1703;2664;3045;437;568;1933;3183;1080;1214;2506;407;1065;1791;3087,90;353;603;837;1306;1981;2190;3083;3426;3620;3977;4006;4407;4409;4542;5054;5146;5165;5357;5529;5700;5719;5899;6062;6084;6156;6257;6442
163,Michael Huffman,1983-06-05,7.317781232919419,662;794;1179;1374;499;957;1920;3057;1389;1373;557;1766;2257;1938;1358;1794;1904;347;803;1238;2897,362;578;627;655;998;1058;1189;1361;1591;2053;2399;3039;3104;3521;4817;4875;5816;6053;6118;6179;6414
164,Mr. Rodney Hurley III,1987-08-01,9.174603518809985,2893;229;762;1858;2567;453;2369;2427;2499;3023;167;747;166;243;58;437;279;926;2768;2177,7;61;340;725;826;1456;1729;1737;1746;1820;1879;2425;2818;2830;3719;4229;5582;5678;5936;6313
165,Lisa Hammond,1973-09-08,9.224907487403218,1777;2443;2461;1670;879;314;1224;699;862;1745;2996;565;635;1987;19;1393;2311,1169;2673;2677;3487;3830;4212;4340;4727;4749;4868;5046;5627;5638;5827;6008;6202;6331
166,Molly Brown,1957-10-29,7.682166504346907,2144;1983;860;2555;533;816;851;1711;3186;377;697;734;3166;1764;2137;1704,351;385;586;824;1934;1974;2913;3032;3239;3761;4264;4732;5071;5333;5385;5791
